GEOID,Human,Natural,Undetermined,Unknown,Year
35017,12.0,49.0,,,1999
35021,1.0,,,,1999
35027,10.0,15.0,,,1999
35028,2.0,4.0,,,1999
35031,71.0,22.0,,,1999
35035,69.0,24.0,,,1999
35039,22.0,48.0,,,1999
35043,38.0,21.0,,,1999
35045,5.0,20.0,,,1999
35047,2.0,3.0,,,1999
35049,4.0,2.0,,,1999
35051,,8.0,,,1999
35053,6.0,29.0,,,1999
35055,5.0,2.0,,,1999
35057,,2.0,,,1999
35061,6.0,,,,1999
36027,4.0,,,,1999
36037,1.0,,,,1999
36047,9.0,,,,1999
36081,40.0,,,,1999
36085,8.0,1.0,,,1999
36103,3.0,,,,1999
37005,1.0,,,,1999
37011,1.0,,,,1999
37023,2.0,1.0,,,1999
37027,9.0,1.0,,,1999
37031,10.0,3.0,,,1999
37039,11.0,2.0,,,1999
37043,6.0,,,,1999
37049,6.0,1.0,,,1999
37053,6.0,,,,1999
37055,6.0,2.0,,,1999
37073,1.0,,,,1999
37075,27.0,4.0,,,1999
37087,2.0,1.0,,,1999
37095,2.0,,,,1999
37099,22.0,,,,1999
37103,2.0,1.0,,,1999
37111,5.0,,,,1999
37113,16.0,1.0,,,1999
37115,6.0,1.0,,,1999
37123,5.0,,,,1999
37173,33.0,1.0,,,1999
37175,2.0,,,,1999
37189,2.0,,,,1999
37199,3.0,,,,1999
38003,4.0,,,,1999
38005,268.0,,,,1999
38007,3.0,1.0,,,1999
38013,1.0,,,,1999
38015,2.0,,,,1999
38017,5.0,,,,1999
38019,24.0,,,,1999
38025,2.0,,,,1999
38027,1.0,,,,1999
38049,1.0,,,,1999
38053,35.0,,,,1999
38055,3.0,3.0,,,1999
38061,4.0,,,,1999
38067,1.0,,,,1999
38069,4.0,,,,1999
38071,14.0,,,,1999
38073,2.0,,,,1999
38079,78.0,,,,1999
38081,1.0,,,,1999
38085,77.0,1.0,,,1999
38091,1.0,,,,1999
38093,6.0,,,,1999
38095,3.0,,,,1999
38097,2.0,,,,1999
38103,1.0,,,,1999
39053,2.0,,,,1999
39087,37.0,,,,1999
40001,32.0,,,,1999
40005,3.0,,,,1999
40015,7.0,,,,1999
40021,2.0,,,,1999
40023,3.0,,,,1999
40031,12.0,3.0,,,1999
40039,3.0,,,,1999
40041,28.0,,,,1999
40043,2.0,,,,1999
40061,5.0,,,,1999
40067,1.0,,,,1999
40077,3.0,,,,1999
40079,25.0,2.0,,,1999
40089,63.0,2.0,,,1999
40095,2.0,,,,1999
40097,3.0,,,,1999
40099,1.0,,,,1999
40113,26.0,5.0,,,1999
40115,10.0,,,,1999
40121,6.0,,,,1999
40123,1.0,,,,1999
40127,6.0,,,,1999
40135,1.0,,,,1999
41001,17.0,19.0,,,1999
41003,3.0,,,,1999
41005,24.0,5.0,,,1999
41013,24.0,95.0,,,1999
41015,11.0,1.0,,,1999
41017,85.0,108.0,,,1999
41019,17.0,50.0,,,1999
41021,1.0,1.0,,,1999
41023,25.0,118.0,,,1999
41025,20.0,48.0,,,1999
41027,9.0,3.0,,,1999
41029,16.0,62.0,,,1999
41031,76.0,115.0,,,1999
41033,12.0,13.0,,,1999
41035,55.0,87.0,,,1999
41037,18.0,96.0,,,1999
41039,53.0,52.0,,,1999
41043,15.0,21.0,,,1999
41045,11.0,26.0,,,1999
41047,13.0,11.0,,,1999
41049,18.0,5.0,,,1999
41051,1.0,,,,1999
41053,2.0,,,,1999
41055,,1.0,,,1999
41057,1.0,,,,1999
41059,25.0,22.0,,,1999
41061,22.0,31.0,,,1999
41063,7.0,48.0,,,1999
41065,42.0,55.0,,,1999
41067,1.0,,,,1999
41069,12.0,30.0,,,1999
41071,2.0,,,,1999
42039,3.0,,,,1999
42041,1.0,,,,1999
42043,1.0,,,,1999
42045,1.0,,,,1999
42053,8.0,,,,1999
42089,3.0,,,,1999
42091,1.0,,,,1999
42103,6.0,,,,1999
42123,4.0,,,,1999
45003,4.0,1.0,,,1999
45011,1.0,2.0,,,1999
45015,101.0,4.0,,,1999
45019,56.0,1.0,,,1999
45039,2.0,,,,1999
45047,3.0,,,,1999
45059,,1.0,,,1999
45071,2.0,1.0,,,1999
45073,5.0,2.0,,,1999
45079,1.0,,,,1999
45087,3.0,,,,1999
45091,1.0,,,,1999
46007,7.0,,,,1999
46017,25.0,,,,1999
46023,1.0,,,,1999
46031,24.0,1.0,,,1999
46033,14.0,6.0,,,1999
46037,3.0,,,,1999
46041,19.0,6.0,,,1999
46047,2.0,,,,1999
46051,1.0,,,,1999
46069,2.0,,,,1999
46071,3.0,,,,1999
46075,,3.0,,,1999
46077,1.0,,,,1999
46081,9.0,2.0,,,1999
46085,15.0,,,,1999
46091,1.0,,,,1999
46093,2.0,3.0,,,1999
46095,20.0,3.0,,,1999
46101,1.0,,,,1999
46102,294.0,2.0,,,1999
46103,24.0,10.0,,,1999
46109,5.0,,,,1999
46117,1.0,1.0,,,1999
46121,145.0,3.0,,,1999
46123,6.0,,,,1999
46137,24.0,4.0,,,1999
47005,1.0,,,,1999
47009,5.0,1.0,,,1999
47019,10.0,1.0,,,1999
47029,11.0,,,,1999
47037,1.0,,,,1999
47039,1.0,,,,1999
47059,3.0,,,,1999
47065,1.0,,,,1999
47071,4.0,,,,1999
47079,1.0,,,,1999
47085,1.0,,,,1999
47091,3.0,,,,1999
47099,1.0,,,,1999
47101,1.0,,,,1999
47123,50.0,,,,1999
47139,19.0,1.0,,,1999
47151,3.0,,,,1999
47155,,1.0,,,1999
47163,5.0,,,,1999
47171,4.0,,,,1999
47181,5.0,,,,1999
48005,14.0,,,,1999
48007,1.0,,,,1999
48017,1.0,,,,1999
48039,7.0,1.0,,,1999
48043,5.0,9.0,,,1999
48053,2.0,,,,1999
48057,1.0,,,,1999
48061,10.0,,,,1999
48071,7.0,3.0,,,1999
48089,1.0,,,,1999
48167,,1.0,,,1999
48181,1.0,,,,1999
48199,1.0,,,,1999
48215,4.0,,,,1999
48225,6.0,,,,1999
48233,5.0,,,,1999
48241,6.0,,,,1999
48245,26.0,4.0,,,1999
48273,2.0,,,,1999
48321,1.0,1.0,,,1999
48339,5.0,,,,1999
48341,1.0,,,,1999
48373,2.0,,,,1999
48375,3.0,,,,1999
48391,1.0,,,,1999
48403,2.0,,,,1999
48405,2.0,,,,1999
48407,6.0,1.0,,,1999
48419,6.0,,,,1999
48427,1.0,,,,1999
48455,3.0,1.0,,,1999
48465,3.0,,,,1999
48471,1.0,1.0,,,1999
49001,19.0,19.0,,,1999
49003,2.0,14.0,,,1999
49005,11.0,1.0,,,1999
49007,4.0,2.0,,,1999
49009,6.0,7.0,,,1999
49011,5.0,,,,1999
49013,5.0,14.0,,,1999
49015,2.0,7.0,,,1999
49017,8.0,36.0,,,1999
49019,9.0,22.0,,,1999
49021,9.0,23.0,,,1999
49023,8.0,29.0,,,1999
49025,6.0,22.0,,,1999
49027,4.0,31.0,,,1999
49031,1.0,2.0,,,1999
49033,5.0,2.0,,,1999
49035,6.0,2.0,,,1999
49037,11.0,38.0,,,1999
49039,4.0,10.0,,,1999
49041,6.0,19.0,,,1999
49043,11.0,4.0,,,1999
49045,17.0,42.0,,,1999
49047,30.0,26.0,,,1999
49049,30.0,7.0,,,1999
49051,18.0,8.0,,,1999
49053,10.0,38.0,,,1999
49055,1.0,5.0,,,1999
49057,5.0,1.0,,,1999
50003,1.0,,,,1999
50021,1.0,,,,1999
50027,,1.0,,,1999
51001,1.0,,,,1999
51003,1.0,,,,1999
51005,3.0,3.0,,,1999
51009,1.0,3.0,,,1999
51015,18.0,2.0,,,1999
51017,2.0,5.0,,,1999
51019,1.0,1.0,,,1999
51021,6.0,,,,1999
51023,3.0,2.0,,,1999
51045,5.0,2.0,,,1999
51051,4.0,,,,1999
51071,1.0,,,,1999
51077,5.0,1.0,,,1999
51087,,1.0,,,1999
51105,3.0,,,,1999
51113,1.0,4.0,,,1999
51121,1.0,,,,1999
51125,1.0,1.0,,,1999
51139,1.0,,,,1999
51153,4.0,,,,1999
51157,1.0,1.0,,,1999
51163,3.0,3.0,,,1999
51165,4.0,5.0,,,1999
51169,,1.0,,,1999
51171,1.0,2.0,,,1999
51173,1.0,,,,1999
51177,4.0,,,,1999
51179,1.0,,,,1999
51187,1.0,,,,1999
51195,4.0,,,,1999
51730,2.0,,,,1999
51810,2.0,,,,1999
53003,1.0,2.0,,,1999
53005,3.0,2.0,,,1999
53007,25.0,68.0,,,1999
53009,5.0,8.0,,,1999
53013,3.0,45.0,,,1999
53017,,2.0,,,1999
53019,40.0,21.0,,,1999
53021,2.0,2.0,,,1999
53023,,4.0,,,1999
53025,1.0,3.0,,,1999
53031,4.0,4.0,,,1999
53033,4.0,2.0,,,1999
53037,19.0,5.0,,,1999
53039,13.0,,,,1999
53041,6.0,1.0,,,1999
53043,4.0,,,,1999
53045,3.0,1.0,,,1999
53047,69.0,64.0,,,1999
53051,6.0,8.0,,,1999
53053,5.0,5.0,,,1999
53055,4.0,,,,1999
53057,,5.0,,,1999
53059,13.0,9.0,,,1999
53061,7.0,2.0,,,1999
53063,1.0,,,,1999
53065,39.0,4.0,,,1999
53073,4.0,14.0,,,1999
53077,68.0,16.0,,,1999
54019,5.0,,,,1999
54023,,1.0,,,1999
54025,3.0,,,,1999
54031,1.0,1.0,,,1999
54067,1.0,,,,1999
54071,2.0,2.0,,,1999
54075,4.0,1.0,,,1999
54081,1.0,,,,1999
54083,2.0,,,,1999
54089,2.0,,,,1999
54093,1.0,,,,1999
55003,3.0,,,,1999
55007,6.0,,,,1999
55013,1.0,,,,1999
55021,2.0,,,,1999
55027,1.0,,,,1999
55037,1.0,,,,1999
55039,1.0,,,,1999
55041,6.0,,,,1999
55057,2.0,1.0,,,1999
55067,1.0,,,,1999
55077,1.0,,,,1999
55078,22.0,1.0,,,1999
55081,1.0,,,,1999
55083,9.0,,,,1999
55113,8.0,,,,1999
55119,2.0,,,,1999
55125,60.0,,,,1999
56001,3.0,4.0,,,1999
56003,7.0,,,,1999
56005,3.0,4.0,,,1999
56007,7.0,2.0,,,1999
56009,2.0,,,,1999
56011,3.0,2.0,,,1999
56013,58.0,7.0,,,1999
56017,,1.0,,,1999
56019,4.0,6.0,,,1999
56023,15.0,4.0,,,1999
56025,2.0,8.0,,,1999
56029,18.0,9.0,,,1999
56033,2.0,3.0,,,1999
56035,15.0,7.0,,,1999
56037,10.0,13.0,,,1999
56039,33.0,23.0,,,1999
56041,2.0,1.0,,,1999
56043,3.0,3.0,,,1999
56045,,8.0,,,1999
01007,,5.0,,,2000
01015,1.0,1.0,,,2000
01019,2.0,,,,2000
01021,1.0,1.0,,,2000
01027,9.0,3.0,,,2000
01029,17.0,2.0,,,2000
01033,3.0,,,,2000
01039,7.0,3.0,,,2000
01049,1.0,,,,2000
01053,1.0,1.0,,,2000
01065,,1.0,,,2000
01077,2.0,,,,2000
01079,4.0,,,,2000
01087,5.0,1.0,,,2000
01097,,1.0,,,2000
01105,,3.0,,,2000
01121,14.0,1.0,,,2000
01125,1.0,,,,2000
01133,11.0,1.0,,,2000
04001,79.0,335.0,,,2000
04003,24.0,13.0,,,2000
04005,194.0,819.0,,,2000
04007,107.0,252.0,,,2000
04009,41.0,94.0,,,2000
04011,2.0,86.0,,,2000
04012,35.0,1.0,,,2000
04013,129.0,9.0,,,2000
04015,36.0,174.0,,,2000
04017,171.0,296.0,,,2000
04019,100.0,54.0,,,2000
04021,70.0,2.0,,,2000
04023,10.0,7.0,,,2000
04025,71.0,95.0,,,2000
04027,20.0,3.0,,,2000
05005,5.0,,,,2000
05007,4.0,,,,2000
05011,1.0,,,,2000
05033,2.0,,,,2000
05035,1.0,,,,2000
05047,1.0,,,,2000
05051,14.0,3.0,,,2000
05071,2.0,1.0,,,2000
05083,4.0,4.0,,,2000
05087,2.0,,,,2000
05095,1.0,,,,2000
05097,42.0,4.0,,,2000
05101,4.0,1.0,,,2000
05105,6.0,2.0,,,2000
05107,2.0,,,,2000
05113,6.0,2.0,,,2000
05115,1.0,,,,2000
05125,2.0,2.0,,,2000
05127,18.0,4.0,,,2000
05129,5.0,,,,2000
05133,2.0,,,,2000
05137,7.0,1.0,,,2000
05139,3.0,,,,2000
05143,1.0,,,,2000
05145,1.0,,,,2000
05147,2.0,,,,2000
05149,11.0,4.0,,,2000
06003,21.0,99.0,,,2000
06005,12.0,1.0,,,2000
06007,5.0,4.0,,,2000
06009,15.0,2.0,,,2000
06011,6.0,,,,2000
06015,27.0,,,,2000
06017,106.0,25.0,,,2000
06019,46.0,50.0,,,2000
06021,6.0,,,,2000
06023,243.0,5.0,,,2000
06025,25.0,,,,2000
06027,14.0,16.0,,,2000
06029,49.0,13.0,,,2000
06033,5.0,,,,2000
06035,17.0,29.0,,,2000
06037,92.0,18.0,,,2000
06039,26.0,10.0,,,2000
06041,10.0,,,,2000
06043,24.0,30.0,,,2000
06045,51.0,,,,2000
06047,7.0,,,,2000
06049,21.0,27.0,,,2000
06051,19.0,77.0,,,2000
06053,12.0,,,,2000
06055,3.0,,,,2000
06057,20.0,5.0,,,2000
06059,6.0,,,,2000
06061,31.0,,,,2000
06063,41.0,16.0,,,2000
06065,82.0,28.0,,,2000
06071,175.0,47.0,,,2000
06073,108.0,18.0,,,2000
06075,2.0,,,,2000
06079,7.0,,,,2000
06083,16.0,1.0,,,2000
06089,48.0,29.0,,,2000
06091,13.0,2.0,,,2000
06093,82.0,61.0,,,2000
06103,14.0,6.0,,,2000
06105,66.0,34.0,,,2000
06107,48.0,37.0,,,2000
06109,43.0,37.0,,,2000
06111,23.0,2.0,,,2000
06115,7.0,,,,2000
08001,3.0,1.0,,,2000
08003,1.0,,,,2000
08007,5.0,131.0,,,2000
08009,4.0,3.0,,,2000
08013,6.0,6.0,,,2000
08015,3.0,9.0,,,2000
08019,,2.0,,,2000
08021,,3.0,,,2000
08027,1.0,5.0,,,2000
08029,,19.0,,,2000
08033,2.0,19.0,,,2000
08035,8.0,19.0,,,2000
08037,8.0,33.0,,,2000
08041,,9.0,,,2000
08043,4.0,15.0,,,2000
08045,6.0,78.0,,,2000
08047,6.0,1.0,,,2000
08049,1.0,5.0,,,2000
08051,4.0,12.0,,,2000
08053,2.0,7.0,,,2000
08055,,4.0,,,2000
08057,1.0,3.0,,,2000
08059,7.0,15.0,,,2000
08065,2.0,1.0,,,2000
08067,12.0,97.0,,,2000
08069,8.0,30.0,,,2000
08071,1.0,3.0,,,2000
08077,9.0,106.0,,,2000
08079,2.0,9.0,,,2000
08081,3.0,100.0,,,2000
08083,38.0,124.0,,,2000
08085,2.0,80.0,,,2000
08089,,4.0,,,2000
08091,,4.0,,,2000
08093,9.0,16.0,,,2000
08097,3.0,6.0,,,2000
08101,,2.0,,,2000
08103,10.0,221.0,,,2000
08105,5.0,3.0,,,2000
08107,7.0,20.0,,,2000
08109,4.0,11.0,,,2000
08111,,1.0,,,2000
08113,1.0,31.0,,,2000
08117,5.0,5.0,,,2000
08119,2.0,8.0,,,2000
08125,,1.0,,,2000
11001,1.0,,,,2000
12003,5.0,10.0,,,2000
12009,5.0,21.0,,,2000
12011,6.0,3.0,,,2000
12021,20.0,35.0,,,2000
12023,3.0,17.0,,,2000
12031,1.0,,,,2000
12033,1.0,,,,2000
12037,2.0,13.0,,,2000
12043,3.0,2.0,,,2000
12051,14.0,2.0,,,2000
12065,1.0,,,,2000
12069,15.0,9.0,,,2000
12073,6.0,14.0,,,2000
12075,1.0,1.0,,,2000
12077,9.0,22.0,,,2000
12083,56.0,28.0,,,2000
12086,10.0,6.0,,,2000
12087,1.0,13.0,,,2000
12099,,2.0,,,2000
12107,3.0,2.0,,,2000
12113,1.0,,,,2000
12127,2.0,6.0,,,2000
12129,5.0,20.0,,,2000
13021,1.0,1.0,,,2000
13039,,4.0,,,2000
13047,1.0,,,,2000
13049,,8.0,,,2000
13051,,1.0,,,2000
13055,1.0,,,,2000
13065,,4.0,,,2000
13067,2.0,,,,2000
13085,1.0,,,,2000
13111,3.0,2.0,,,2000
13115,1.0,,,,2000
13123,1.0,,,,2000
13129,1.0,1.0,,,2000
13133,4.0,1.0,,,2000
13135,1.0,,,,2000
13137,2.0,,,,2000
13159,2.0,1.0,,,2000
13169,2.0,1.0,,,2000
13187,3.0,,,,2000
13193,,1.0,,,2000
13213,2.0,,,,2000
13237,1.0,2.0,,,2000
13241,12.0,1.0,,,2000
13257,1.0,,,,2000
13281,1.0,,,,2000
13289,1.0,,,,2000
13291,6.0,,,,2000
13295,5.0,,,,2000
13299,,11.0,,,2000
16001,9.0,2.0,,,2000
16003,4.0,37.0,,,2000
16005,12.0,19.0,,,2000
16007,1.0,8.0,,,2000
16009,2.0,1.0,,,2000
16011,3.0,18.0,,,2000
16013,16.0,7.0,,,2000
16015,14.0,19.0,,,2000
16017,9.0,57.0,,,2000
16019,8.0,32.0,,,2000
16021,3.0,26.0,,,2000
16023,3.0,5.0,,,2000
16025,1.0,3.0,,,2000
16027,5.0,,,,2000
16029,2.0,9.0,,,2000
16031,13.0,45.0,,,2000
16033,5.0,5.0,,,2000
16035,2.0,44.0,,,2000
16037,16.0,20.0,,,2000
16039,19.0,31.0,,,2000
16041,2.0,4.0,,,2000
16043,5.0,9.0,,,2000
16045,3.0,3.0,,,2000
16047,2.0,1.0,,,2000
16049,11.0,299.0,,,2000
16051,1.0,5.0,,,2000
16053,9.0,2.0,,,2000
16055,9.0,6.0,,,2000
16057,2.0,3.0,,,2000
16059,21.0,78.0,,,2000
16061,,2.0,,,2000
16063,7.0,,,,2000
16065,1.0,1.0,,,2000
16067,1.0,,,,2000
16069,16.0,1.0,,,2000
16071,1.0,14.0,,,2000
16073,17.0,17.0,,,2000
16075,1.0,,,,2000
16077,3.0,22.0,,,2000
16079,4.0,67.0,,,2000
16081,,2.0,,,2000
16083,6.0,3.0,,,2000
16085,11.0,52.0,,,2000
16087,6.0,16.0,,,2000
17003,6.0,,,,2000
17059,1.0,,,,2000
17069,5.0,,,,2000
17077,5.0,1.0,,,2000
17087,1.0,,,,2000
17131,10.0,,,,2000
17151,3.0,,,,2000
17165,2.0,,,,2000
17181,5.0,,,,2000
18013,1.0,,,,2000
18025,4.0,,,,2000
18071,12.0,,,,2000
18089,17.0,,,,2000
18091,1.0,,,,2000
18093,1.0,,,,2000
18105,7.0,,,,2000
18117,3.0,,,,2000
18123,10.0,,,,2000
18127,7.0,,,,2000
19005,2.0,,,,2000
19171,7.0,,,,2000
20031,5.0,,,,2000
20049,1.0,,,,2000
20077,1.0,,,,2000
20085,9.0,,,,2000
20091,1.0,,,,2000
20107,3.0,,,,2000
20129,3.0,1.0,,,2000
20131,8.0,,,,2000
20147,2.0,1.0,,,2000
20155,1.0,,,,2000
20185,4.0,,,,2000
20189,,2.0,,,2000
20191,2.0,,,,2000
21051,23.0,,,,2000
21061,2.0,,,,2000
21065,1.0,,,,2000
21095,1.0,,,,2000
21109,15.0,,,,2000
21125,9.0,,,,2000
21131,9.0,,,,2000
21147,40.0,,,,2000
21175,4.0,,,,2000
21193,2.0,,,,2000
21197,2.0,,,,2000
21199,2.0,,,,2000
21203,6.0,,,,2000
21205,2.0,,,,2000
21235,8.0,,,,2000
21237,3.0,,,,2000
22023,10.0,4.0,,,2000
22027,2.0,,,,2000
22043,55.0,,,,2000
22051,1.0,,,,2000
22059,1.0,,,,2000
22065,1.0,,,,2000
22067,1.0,1.0,,,2000
22069,21.0,6.0,,,2000
22071,5.0,,,,2000
22073,2.0,1.0,,,2000
22077,1.0,,,,2000
22079,32.0,1.0,,,2000
22103,15.0,,,,2000
22115,18.0,,,,2000
22119,3.0,,,,2000
22127,21.0,,,,2000
23003,1.0,,,,2000
23017,1.0,,,,2000
23029,2.0,,,,2000
24003,1.0,,,,2000
24031,,1.0,,,2000
24043,2.0,,,,2000
24047,2.0,,,,2000
25001,3.0,,,,2000
26001,4.0,,,,2000
26003,2.0,,,,2000
26013,5.0,,,,2000
26019,1.0,,,,2000
26033,4.0,2.0,,,2000
26035,1.0,,,,2000
26039,1.0,,,,2000
26041,7.0,1.0,,,2000
26061,2.0,,,,2000
26069,9.0,,,,2000
26083,1.0,,,,2000
26085,17.0,,,,2000
26089,1.0,,,,2000
26097,2.0,1.0,,,2000
26101,5.0,,,,2000
26105,1.0,,,,2000
26109,2.0,,,,2000
26123,22.0,,,,2000
26127,1.0,,,,2000
26129,2.0,,,,2000
26135,9.0,1.0,,,2000
26165,3.0,,,,2000
27005,64.0,1.0,,,2000
27007,470.0,,,,2000
27017,4.0,,,,2000
27021,33.0,,,,2000
27025,1.0,,,,2000
27029,27.0,,,,2000
27031,8.0,3.0,,,2000
27033,1.0,,,,2000
27037,1.0,,,,2000
27043,3.0,,,,2000
27047,1.0,,,,2000
27051,3.0,,,,2000
27053,3.0,,,,2000
27057,7.0,,,,2000
27061,13.0,1.0,,,2000
27063,1.0,,,,2000
27067,4.0,,,,2000
27071,1.0,,,,2000
27075,13.0,1.0,,,2000
27087,47.0,,,,2000
27095,30.0,,,,2000
27097,1.0,,,,2000
27111,5.0,,,,2000
27115,2.0,,,,2000
27119,1.0,,,,2000
27121,1.0,,,,2000
27137,17.0,4.0,,,2000
27139,3.0,,,,2000
27141,7.0,,,,2000
27143,2.0,,,,2000
27145,1.0,,,,2000
27151,1.0,,,,2000
28001,4.0,1.0,,,2000
28005,2.0,,,,2000
28007,3.0,,,,2000
28009,30.0,,,,2000
28011,2.0,,,,2000
28017,5.0,,,,2000
28021,1.0,,,,2000
28029,1.0,1.0,,,2000
28035,21.0,1.0,,,2000
28037,7.0,4.0,,,2000
28039,1.0,,,,2000
28041,2.0,1.0,,,2000
28043,1.0,,,,2000
28047,22.0,2.0,,,2000
28049,1.0,,,,2000
28053,1.0,,,,2000
28059,18.0,3.0,,,2000
28061,1.0,,,,2000
28063,1.0,,,,2000
28067,1.0,2.0,,,2000
28071,7.0,1.0,,,2000
28079,1.0,,,,2000
28081,3.0,,,,2000
28085,,1.0,,,2000
28089,4.0,,,,2000
28093,9.0,,,,2000
28101,1.0,,,,2000
28105,1.0,,,,2000
28109,2.0,,,,2000
28111,49.0,5.0,,,2000
28115,1.0,,,,2000
28117,1.0,,,,2000
28119,1.0,,,,2000
28123,3.0,3.0,,,2000
28125,1.0,,,,2000
28129,7.0,,,,2000
28131,7.0,,,,2000
28135,2.0,,,,2000
28141,3.0,,,,2000
28151,1.0,,,,2000
28153,18.0,1.0,,,2000
28157,2.0,,,,2000
28161,4.0,,,,2000
29009,2.0,,,,2000
29023,7.0,,,,2000
29035,5.0,,,,2000
29041,2.0,,,,2000
29043,12.0,,,,2000
29055,18.0,,,,2000
29065,16.0,,,,2000
29067,3.0,,,,2000
29077,1.0,,,,2000
29087,2.0,,,,2000
29091,8.0,,,,2000
29093,11.0,,,,2000
29105,4.0,,,,2000
29123,6.0,,,,2000
29145,4.0,,,,2000
29149,1.0,,,,2000
29153,5.0,,,,2000
29161,8.0,,,,2000
29163,,1.0,,,2000
29169,3.0,,,,2000
29179,10.0,1.0,,,2000
29181,1.0,,,,2000
29203,16.0,,,,2000
29213,6.0,,,,2000
29215,14.0,,,,2000
29221,5.0,1.0,,,2000
29223,12.0,,,,2000
29229,1.0,,,,2000
30001,8.0,34.0,,,2000
30003,109.0,29.0,,,2000
30005,27.0,6.0,,,2000
30007,1.0,10.0,,,2000
30009,5.0,4.0,,,2000
30011,,15.0,,,2000
30013,1.0,1.0,,,2000
30015,27.0,1.0,,,2000
30017,,9.0,,,2000
30023,1.0,5.0,,,2000
30025,,1.0,,,2000
30027,,12.0,,,2000
30029,7.0,101.0,,,2000
30031,7.0,15.0,,,2000
30033,,10.0,,,2000
30035,94.0,6.0,,,2000
30039,6.0,55.0,,,2000
30041,34.0,1.0,,,2000
30043,13.0,15.0,,,2000
30045,1.0,8.0,,,2000
30047,23.0,16.0,,,2000
30049,11.0,23.0,,,2000
30053,33.0,151.0,,,2000
30055,,1.0,,,2000
30057,,6.0,,,2000
30059,2.0,16.0,,,2000
30061,10.0,68.0,,,2000
30063,17.0,59.0,,,2000
30067,2.0,9.0,,,2000
30069,,8.0,,,2000
30071,4.0,5.0,,,2000
30073,3.0,,,,2000
30075,1.0,65.0,,,2000
30077,3.0,63.0,,,2000
30081,22.0,189.0,,,2000
30083,5.0,3.0,,,2000
30085,92.0,8.0,,,2000
30087,34.0,20.0,,,2000
30089,18.0,57.0,,,2000
30091,2.0,2.0,,,2000
30093,2.0,8.0,,,2000
30097,1.0,9.0,,,2000
30099,3.0,8.0,,,2000
30105,11.0,2.0,,,2000
30107,,3.0,,,2000
30111,11.0,2.0,,,2000
31031,1.0,21.0,,,2000
31045,2.0,5.0,,,2000
31059,1.0,,,,2000
31069,,1.0,,,2000
31157,2.0,,,,2000
31165,1.0,2.0,,,2000
31171,,6.0,,,2000
31173,26.0,,,,2000
31185,2.0,,,,2000
32001,1.0,8.0,,,2000
32003,83.0,70.0,,,2000
32005,9.0,21.0,,,2000
32007,16.0,64.0,,,2000
32009,1.0,1.0,,,2000
32011,2.0,25.0,,,2000
32013,13.0,32.0,,,2000
32015,1.0,27.0,,,2000
32017,12.0,189.0,,,2000
32019,,8.0,,,2000
32021,4.0,5.0,,,2000
32023,4.0,21.0,,,2000
32027,6.0,9.0,,,2000
32029,2.0,,,,2000
32031,32.0,50.0,,,2000
32033,4.0,90.0,,,2000
32510,6.0,11.0,,,2000
33009,2.0,,,,2000
33019,1.0,,,,2000
34037,1.0,,,,2000
34041,1.0,,,,2000
35001,18.0,8.0,,,2000
35003,12.0,284.0,,,2000
35005,7.0,7.0,,,2000
35006,60.0,114.0,,,2000
35007,,1.0,,,2000
35013,3.0,1.0,,,2000
35015,15.0,3.0,,,2000
35017,9.0,70.0,,,2000
35023,3.0,,,,2000
35025,1.0,,,,2000
35027,9.0,19.0,,,2000
35028,6.0,4.0,,,2000
35029,1.0,,,,2000
35031,83.0,46.0,,,2000
35033,,2.0,,,2000
35035,63.0,37.0,,,2000
35039,26.0,219.0,,,2000
35043,73.0,89.0,,,2000
35045,22.0,96.0,,,2000
35047,11.0,19.0,,,2000
35049,6.0,18.0,,,2000
35051,,41.0,,,2000
35053,4.0,41.0,,,2000
35055,5.0,22.0,,,2000
35057,1.0,12.0,,,2000
35061,14.0,4.0,,,2000
36047,3.0,,,,2000
36081,25.0,,,,2000
36085,2.0,,,,2000
36103,2.0,,,,2000
37005,3.0,,,,2000
37011,2.0,,,,2000
37021,8.0,,,,2000
37023,5.0,1.0,,,2000
37027,3.0,,,,2000
37031,9.0,,,,2000
37039,9.0,,,,2000
37043,2.0,,,,2000
37049,8.0,,,,2000
37053,7.0,,,,2000
37055,24.0,,,,2000
37075,7.0,1.0,,,2000
37087,1.0,,,,2000
37089,4.0,,,,2000
37095,1.0,2.0,,,2000
37099,11.0,,,,2000
37103,3.0,,,,2000
37111,5.0,,,,2000
37113,7.0,,,,2000
37115,5.0,,,,2000
37121,1.0,,,,2000
37123,6.0,,,,2000
37151,1.0,,,,2000
37173,35.0,1.0,,,2000
37175,3.0,,,,2000
37189,,1.0,,,2000
37193,,1.0,,,2000
37199,5.0,,,,2000
38003,1.0,,,,2000
38005,339.0,,,,2000
38007,4.0,11.0,,,2000
38017,2.0,,,,2000
38019,2.0,,,,2000
38025,,3.0,,,2000
38027,1.0,,,,2000
38033,,2.0,,,2000
38043,1.0,,,,2000
38053,3.0,10.0,,,2000
38055,,3.0,,,2000
38061,,3.0,,,2000
38069,4.0,,,,2000
38071,12.0,,,,2000
38077,1.0,,,,2000
38079,81.0,,,,2000
38081,2.0,,,,2000
38085,125.0,7.0,,,2000
38093,4.0,2.0,,,2000
38099,2.0,,,,2000
38105,2.0,,,,2000
39035,1.0,,,,2000
39087,27.0,,,,2000
40001,39.0,,,,2000
