GEOID,Human,Natural,Undetermined,Unknown,Year
18071,1.0,,,,1990
18089,12.0,,,,1990
18093,1.0,,,,1990
18105,1.0,,,,1990
18123,1.0,,,,1990
18127,11.0,,,,1990
19005,1.0,,,,1990
19061,1.0,,,,1990
19085,1.0,,,,1990
19171,15.0,,,,1990
20031,8.0,,,,1990
20111,1.0,,,,1990
20129,7.0,4.0,,,1990
20139,1.0,,,,1990
20185,1.0,1.0,,,1990
21011,1.0,,,,1990
21051,17.0,,,,1990
21109,5.0,,,,1990
21125,28.0,,,,1990
21129,1.0,,,,1990
21131,18.0,,,,1990
21147,12.0,,,,1990
21165,3.0,1.0,,,1990
21189,4.0,,,,1990
21199,9.0,,,,1990
21203,15.0,,,,1990
21205,2.0,,,,1990
21235,3.0,,,,1990
21237,1.0,,,,1990
22023,2.0,1.0,,,1990
22027,1.0,,,,1990
22043,11.0,,,,1990
22051,1.0,,,,1990
22059,1.0,,,,1990
22069,11.0,,,,1990
22071,7.0,,,,1990
22079,15.0,,,,1990
22103,5.0,,,,1990
22115,33.0,,,,1990
22127,11.0,,,,1990
23009,3.0,,,,1990
24019,2.0,,,,1990
24021,,2.0,,,1990
24033,3.0,,,,1990
24043,1.0,,,,1990
24047,1.0,,,,1990
25001,2.0,,,,1990
26001,6.0,,,,1990
26003,1.0,,,,1990
26013,1.0,,,,1990
26041,2.0,1.0,,,1990
26053,1.0,1.0,,,1990
26071,3.0,1.0,,,1990
26083,5.0,,,,1990
26085,2.0,,,,1990
26101,2.0,,,,1990
26123,2.0,,,,1990
26135,4.0,,,,1990
27005,6.0,,,,1990
27007,96.0,3.0,,,1990
27017,9.0,,,,1990
27021,36.0,13.0,,,1990
27027,1.0,,,,1990
27029,5.0,,,,1990
27031,6.0,5.0,,,1990
27037,,1.0,,,1990
27061,7.0,8.0,,,1990
27063,1.0,,,,1990
27071,5.0,,,,1990
27073,1.0,,,,1990
27075,12.0,7.0,,,1990
27087,2.0,,,,1990
27089,2.0,,,,1990
27093,1.0,,,,1990
27115,2.0,,,,1990
27137,33.0,10.0,,,1990
27139,1.0,,,,1990
27145,3.0,,,,1990
27149,,1.0,,,1990
27151,1.0,,,,1990
27155,1.0,,,,1990
28005,1.0,,,,1990
28007,1.0,,,,1990
28009,13.0,,,,1990
28017,1.0,,,,1990
28019,3.0,,,,1990
28021,1.0,,,,1990
28035,29.0,,,,1990
28037,6.0,,,,1990
28039,1.0,,,,1990
28041,5.0,,,,1990
28047,37.0,,,,1990
28049,1.0,,,,1990
28057,1.0,,,,1990
28059,16.0,,,,1990
28067,7.0,,,,1990
28071,1.0,,,,1990
28079,5.0,,,,1990
28081,1.0,,,,1990
28085,3.0,,,,1990
28089,2.0,,,,1990
28093,6.0,,,,1990
28099,3.0,,,,1990
28101,6.0,,,,1990
28105,1.0,,,,1990
28111,59.0,,,,1990
28123,26.0,,,,1990
28125,1.0,,,,1990
28129,18.0,,,,1990
28131,17.0,,,,1990
28139,1.0,,,,1990
28145,1.0,,,,1990
28153,19.0,,,,1990
28157,1.0,,,,1990
28159,1.0,,,,1990
28161,1.0,,,,1990
28163,2.0,,,,1990
29009,2.0,,,,1990
29035,18.0,1.0,,,1990
29037,,1.0,,,1990
29043,7.0,,,,1990
29055,10.0,,,,1990
29065,9.0,1.0,,,1990
29067,4.0,,,,1990
29077,1.0,,,,1990
29091,4.0,2.0,,,1990
29093,5.0,,,,1990
29105,4.0,,,,1990
29119,1.0,,,,1990
29123,1.0,,,,1990
29149,5.0,,,,1990
29153,1.0,,,,1990
29161,3.0,,,,1990
29179,23.0,,,,1990
29181,15.0,2.0,,,1990
29203,23.0,2.0,,,1990
29209,1.0,,,,1990
29213,5.0,,,,1990
29221,10.0,1.0,,,1990
29223,8.0,,,,1990
30001,4.0,32.0,,,1990
30003,100.0,35.0,,,1990
30005,86.0,5.0,,,1990
30009,1.0,10.0,,,1990
30011,1.0,1.0,,,1990
30013,2.0,2.0,,,1990
30015,9.0,1.0,,,1990
30017,1.0,11.0,,,1990
30023,1.0,7.0,,,1990
30027,1.0,3.0,,,1990
30029,1.0,29.0,,,1990
30031,6.0,21.0,,,1990
30033,,15.0,,,1990
30035,3.0,,,,1990
30039,1.0,28.0,,,1990
30041,43.0,1.0,,,1990
30043,5.0,19.0,,,1990
30045,5.0,2.0,,,1990
30047,7.0,23.0,,,1990
30049,9.0,26.0,,,1990
30053,4.0,80.0,,,1990
30055,1.0,,,,1990
30057,4.0,19.0,,,1990
30059,3.0,8.0,,,1990
30061,,34.0,,,1990
30063,2.0,60.0,,,1990
30067,5.0,8.0,,,1990
30069,,8.0,,,1990
30071,10.0,7.0,,,1990
30073,,1.0,,,1990
30075,2.0,50.0,,,1990
30077,3.0,31.0,,,1990
30081,4.0,101.0,,,1990
30083,1.0,,,,1990
30085,29.0,4.0,,,1990
30087,36.0,41.0,,,1990
30089,6.0,35.0,,,1990
30091,1.0,,,,1990
30093,3.0,13.0,,,1990
30095,,3.0,,,1990
30097,1.0,1.0,,,1990
30099,2.0,,,,1990
30105,3.0,3.0,,,1990
30107,,1.0,,,1990
30111,4.0,8.0,,,1990
31031,1.0,3.0,,,1990
31045,,3.0,,,1990
31069,2.0,,,,1990
31157,1.0,,,,1990
31165,1.0,,,,1990
31173,27.0,,,,1990
32001,,1.0,,,1990
32003,60.0,39.0,,,1990
32005,11.0,26.0,,,1990
32007,16.0,44.0,,,1990
32009,1.0,,,,1990
32011,1.0,12.0,,,1990
32013,28.0,11.0,,,1990
32015,7.0,11.0,,,1990
32017,31.0,69.0,,,1990
32019,3.0,3.0,,,1990
32021,1.0,,,,1990
32023,10.0,11.0,,,1990
32027,3.0,10.0,,,1990
32031,16.0,56.0,,,1990
32033,14.0,43.0,,,1990
32510,6.0,4.0,,,1990
34025,4.0,,,,1990
34027,1.0,,,,1990
34029,1.0,,,,1990
34033,1.0,,,,1990
34037,3.0,,,,1990
34041,1.0,,,,1990
35001,3.0,8.0,,,1990
35003,38.0,113.0,,,1990
35005,1.0,6.0,,,1990
35006,42.0,29.0,,,1990
35013,2.0,,,,1990
35015,22.0,16.0,,,1990
35017,9.0,42.0,,,1990
35023,1.0,2.0,,,1990
35025,3.0,,,,1990
35027,10.0,23.0,,,1990
35028,1.0,7.0,,,1990
35029,,1.0,,,1990
35031,174.0,22.0,,,1990
35033,2.0,3.0,,,1990
35035,51.0,45.0,,,1990
35039,39.0,94.0,,,1990
35043,13.0,28.0,,,1990
35045,14.0,12.0,,,1990
35047,,6.0,,,1990
35049,3.0,4.0,,,1990
35051,5.0,14.0,,,1990
35053,3.0,8.0,,,1990
35055,8.0,3.0,,,1990
35057,3.0,8.0,,,1990
35061,3.0,1.0,,,1990
36037,2.0,,,,1990
36047,1.0,,,,1990
36081,5.0,,,,1990
36085,31.0,,,,1990
36103,1.0,,,,1990
37005,1.0,,,,1990
37007,1.0,,,,1990
37023,3.0,,,,1990
37027,1.0,,,,1990
37031,10.0,,,,1990
37039,4.0,,,,1990
37043,2.0,,,,1990
37049,3.0,,,,1990
37053,4.0,,,,1990
37055,4.0,3.0,,,1990
37075,8.0,,,,1990
37087,2.0,,,,1990
37089,1.0,,,,1990
37095,2.0,1.0,,,1990
37099,2.0,,,,1990
37103,4.0,,,,1990
37111,1.0,,,,1990
37113,12.0,,,,1990
37173,5.0,,,,1990
37175,7.0,,,,1990
37177,1.0,3.0,,,1990
37199,1.0,,,,1990
38003,1.0,,,,1990
38005,104.0,,,,1990
38007,1.0,3.0,,,1990
38009,1.0,,,,1990
38019,4.0,,,,1990
38025,7.0,,,,1990
38035,1.0,,,,1990
38043,1.0,,,,1990
38045,1.0,,,,1990
38047,1.0,,,,1990
38051,2.0,,,,1990
38053,6.0,,,,1990
38055,1.0,,,,1990
38061,2.0,,,,1990
38071,2.0,,,,1990
38079,107.0,1.0,,,1990
38085,83.0,5.0,,,1990
38087,1.0,,,,1990
39009,2.0,,,,1990
39087,18.0,,,,1990
39153,4.0,,,,1990
40001,1.0,,,,1990
40015,1.0,,,,1990
40041,10.0,,,,1990
40069,,3.0,,,1990
40079,22.0,,,,1990
40089,4.0,,,,1990
40099,4.0,,,,1990
40115,6.0,,,,1990
40129,2.0,,,,1990
40139,1.0,1.0,,,1990
41001,35.0,59.0,,,1990
41005,17.0,22.0,,,1990
41011,4.0,,,,1990
41013,22.0,60.0,,,1990
41015,6.0,3.0,,,1990
41017,71.0,132.0,,,1990
41019,57.0,67.0,,,1990
41023,74.0,112.0,,,1990
41025,19.0,69.0,,,1990
41027,9.0,14.0,,,1990
41029,29.0,39.0,,,1990
41031,60.0,51.0,,,1990
41033,19.0,9.0,,,1990
41035,85.0,105.0,,,1990
41037,37.0,80.0,,,1990
41039,49.0,55.0,,,1990
41043,5.0,10.0,,,1990
41045,2.0,24.0,,,1990
41047,4.0,3.0,,,1990
41049,6.0,13.0,,,1990
41051,,2.0,,,1990
41053,1.0,,,,1990
41055,,1.0,,,1990
41057,,1.0,,,1990
41059,19.0,19.0,,,1990
41061,20.0,26.0,,,1990
41063,30.0,50.0,,,1990
41065,20.0,54.0,,,1990
41069,14.0,21.0,,,1990
41071,,1.0,,,1990
42039,1.0,,,,1990
42041,1.0,,,,1990
42053,1.0,,,,1990
42069,4.0,,,,1990
42083,4.0,,,,1990
42089,1.0,,,,1990
42103,2.0,,,,1990
42123,2.0,,,,1990
45001,1.0,,,,1990
45015,27.0,,,,1990
45019,17.0,,,,1990
45025,,1.0,,,1990
45059,1.0,,,,1990
45065,2.0,,,,1990
45071,1.0,,,,1990
45073,5.0,,,,1990
45079,,1.0,,,1990
46007,4.0,3.0,,,1990
46017,9.0,,,,1990
46023,1.0,,,,1990
46031,9.0,,,,1990
46033,5.0,17.0,,,1990
46037,17.0,,,,1990
46041,9.0,3.0,,,1990
46047,3.0,2.0,,,1990
46055,1.0,,,,1990
46063,,3.0,,,1990
46069,1.0,,,,1990
46071,,2.0,,,1990
46081,6.0,24.0,,,1990
46085,13.0,,,,1990
46089,,1.0,,,1990
46091,2.0,1.0,,,1990
46093,1.0,4.0,,,1990
46095,11.0,,,,1990
46101,1.0,,,,1990
46102,268.0,19.0,,,1990
46103,14.0,31.0,,,1990
46105,1.0,,,,1990
46109,1.0,,,,1990
46117,,2.0,,,1990
46121,183.0,4.0,,,1990
46123,2.0,,,,1990
46129,1.0,,,,1990
46137,7.0,5.0,,,1990
47009,,1.0,,,1990
47019,11.0,,,,1990
47029,16.0,2.0,,,1990
47049,1.0,,,,1990
47059,3.0,,,,1990
47075,1.0,,,,1990
47085,1.0,,,,1990
47091,2.0,,,,1990
47101,1.0,,,,1990
47123,5.0,2.0,,,1990
47129,15.0,,,,1990
47139,8.0,1.0,,,1990
47151,1.0,,,,1990
47155,2.0,,,,1990
47171,2.0,,,,1990
47179,1.0,,,,1990
47187,1.0,,,,1990
48005,11.0,,,,1990
48039,1.0,1.0,,,1990
48043,2.0,16.0,,,1990
48071,2.0,1.0,,,1990
48109,1.0,4.0,,,1990
48147,1.0,,,,1990
48167,1.0,,,,1990
48181,,2.0,,,1990
48199,3.0,,,,1990
48215,23.0,,,,1990
48225,1.0,,,,1990
48233,7.0,,,,1990
48241,1.0,,,,1990
48245,6.0,,,,1990
48247,3.0,,,,1990
48261,1.0,,,,1990
48339,4.0,,,,1990
48341,1.0,,,,1990
48371,1.0,,,,1990
48373,4.0,,,,1990
48375,4.0,1.0,,,1990
48381,3.0,,,,1990
48387,1.0,,,,1990
48403,6.0,,,,1990
48405,26.0,2.0,,,1990
48407,8.0,1.0,,,1990
48419,2.0,,,,1990
48427,15.0,,,,1990
48457,2.0,,,,1990
48471,8.0,1.0,,,1990
48497,8.0,,,,1990
49001,2.0,8.0,,,1990
49003,1.0,,,,1990
49005,1.0,5.0,,,1990
49007,,2.0,,,1990
49009,6.0,8.0,,,1990
49011,,1.0,,,1990
49013,8.0,20.0,,,1990
49015,2.0,3.0,,,1990
49017,13.0,34.0,,,1990
49019,2.0,31.0,,,1990
49021,3.0,34.0,,,1990
49023,7.0,23.0,,,1990
49025,1.0,14.0,,,1990
49027,9.0,23.0,,,1990
49031,,1.0,,,1990
49033,2.0,1.0,,,1990
49035,2.0,1.0,,,1990
49037,8.0,33.0,,,1990
49039,1.0,9.0,,,1990
49041,12.0,21.0,,,1990
49043,1.0,11.0,,,1990
49045,1.0,16.0,,,1990
49047,22.0,30.0,,,1990
49049,17.0,15.0,,,1990
49051,7.0,7.0,,,1990
49053,8.0,23.0,,,1990
49055,2.0,3.0,,,1990
49057,3.0,2.0,,,1990
51005,1.0,,,,1990
51009,2.0,,,,1990
51015,1.0,1.0,,,1990
51017,6.0,,,,1990
51019,2.0,,,,1990
51021,3.0,,,,1990
51023,2.0,,,,1990
51045,5.0,,,,1990
51059,1.0,,,,1990
51071,2.0,,,,1990
51091,1.0,,,,1990
51095,2.0,,,,1990
51105,1.0,,,,1990
51121,1.0,,,,1990
51139,1.0,3.0,,,1990
51149,1.0,,,,1990
51157,,1.0,,,1990
51163,1.0,,,,1990
51165,4.0,2.0,,,1990
51171,3.0,,,,1990
51173,2.0,,,,1990
51195,1.0,,,,1990
51197,1.0,1.0,,,1990
51730,5.0,,,,1990
51770,1.0,,,,1990
51800,1.0,,,,1990
53001,1.0,,,,1990
53003,3.0,,,,1990
53005,5.0,2.0,,,1990
53007,77.0,27.0,,,1990
53009,10.0,,,,1990
53013,21.0,,,,1990
53015,1.0,,,,1990
53017,,3.0,,,1990
53019,27.0,18.0,,,1990
53021,1.0,,,,1990
53023,17.0,1.0,,,1990
53025,1.0,,,,1990
53027,6.0,,,,1990
53031,4.0,,,,1990
53033,19.0,,,,1990
53035,1.0,,,,1990
53037,40.0,2.0,,,1990
53039,3.0,3.0,,,1990
53041,76.0,12.0,,,1990
53043,2.0,,,,1990
53045,6.0,2.0,,,1990
53047,87.0,28.0,,,1990
53049,1.0,,,,1990
53051,8.0,2.0,,,1990
53053,12.0,26.0,,,1990
53055,1.0,,,,1990
53057,26.0,13.0,,,1990
53059,73.0,3.0,,,1990
53061,54.0,1.0,,,1990
53065,48.0,7.0,,,1990
53073,31.0,12.0,,,1990
53077,89.0,82.0,,,1990
54019,5.0,,,,1990
54025,1.0,,,,1990
54037,1.0,,,,1990
54071,4.0,,,,1990
54075,1.0,,,,1990
54081,2.0,,,,1990
55003,8.0,1.0,,,1990
55007,7.0,,,,1990
55013,2.0,,,,1990
55037,2.0,,,,1990
55041,12.0,,,,1990
55053,3.0,,,,1990
55063,2.0,,,,1990
55078,30.0,1.0,,,1990
55085,1.0,,,,1990
55099,3.0,,,,1990
55109,1.0,,,,1990
55123,2.0,,,,1990
55125,86.0,,,,1990
56001,5.0,12.0,,,1990
56003,1.0,4.0,,,1990
56005,,3.0,,,1990
56007,3.0,12.0,,,1990
56009,5.0,4.0,,,1990
56011,8.0,20.0,,,1990
56013,13.0,11.0,,,1990
56017,1.0,2.0,,,1990
56019,7.0,11.0,,,1990
56023,16.0,25.0,,,1990
56025,,5.0,,,1990
56029,8.0,33.0,,,1990
56033,2.0,2.0,,,1990
56035,17.0,12.0,,,1990
56037,7.0,22.0,,,1990
56039,20.0,48.0,,,1990
56041,1.0,1.0,,,1990
56043,1.0,2.0,,,1990
56045,3.0,3.0,,,1990
01003,2.0,,,,1991
01007,4.0,1.0,,,1991
01019,6.0,,,,1991
01021,2.0,,,,1991
01027,11.0,1.0,,,1991
01029,11.0,7.0,,,1991
01033,1.0,,,,1991
01039,2.0,1.0,,,1991
01049,1.0,,,,1991
01053,3.0,1.0,,,1991
01079,2.0,1.0,,,1991
01083,2.0,,,,1991
01087,1.0,1.0,,,1991
01103,2.0,,,,1991
01121,12.0,4.0,,,1991
01133,8.0,3.0,,,1991
04001,39.0,104.0,,,1991
04003,8.0,18.0,,,1991
04005,116.0,647.0,,,1991
04007,144.0,131.0,,,1991
04009,51.0,53.0,,,1991
04011,1.0,38.0,,,1991
04012,14.0,2.0,,,1991
04013,41.0,52.0,,,1991
04015,38.0,47.0,,,1991
04017,41.0,119.0,,,1991
04019,45.0,59.0,,,1991
04021,64.0,10.0,,,1991
04023,4.0,7.0,,,1991
04025,10.0,74.0,,,1991
04027,20.0,1.0,,,1991
05005,6.0,,,,1991
05007,2.0,,,,1991
05033,9.0,1.0,,,1991
05047,7.0,2.0,,,1991
05051,9.0,1.0,,,1991
05071,6.0,1.0,,,1991
05083,5.0,1.0,,,1991
05097,15.0,1.0,,,1991
05101,6.0,,,,1991
05105,3.0,,,,1991
05113,5.0,1.0,,,1991
05115,4.0,3.0,,,1991
05127,8.0,7.0,,,1991
05129,12.0,,,,1991
05131,1.0,,,,1991
05137,5.0,,,,1991
05139,1.0,1.0,,,1991
05141,2.0,,,,1991
05143,2.0,,,,1991
05149,7.0,,,,1991
06003,15.0,29.0,,,1991
06005,7.0,10.0,,,1991
06007,1.0,8.0,,,1991
06009,9.0,12.0,,,1991
06011,8.0,7.0,,,1991
06013,1.0,,,,1991
06015,7.0,9.0,,,1991
06017,22.0,66.0,,,1991
06019,36.0,82.0,,,1991
06021,4.0,4.0,,,1991
06023,150.0,31.0,,,1991
06025,33.0,,,,1991
06027,18.0,15.0,,,1991
06029,10.0,29.0,,,1991
06031,,1.0,,,1991
06033,15.0,8.0,,,1991
06035,21.0,103.0,,,1991
06037,38.0,79.0,,,1991
06039,22.0,50.0,,,1991
06041,6.0,,,,1991
06043,42.0,34.0,,,1991
06045,20.0,4.0,,,1991
06047,4.0,,,,1991
06049,28.0,72.0,,,1991
06051,32.0,72.0,,,1991
06053,4.0,6.0,,,1991
06057,15.0,42.0,,,1991
06059,2.0,2.0,,,1991
06061,13.0,38.0,,,1991
06063,58.0,108.0,,,1991
06065,29.0,17.0,,,1991
06069,,2.0,,,1991
06071,119.0,174.0,,,1991
06073,46.0,24.0,,,1991
06075,1.0,,,,1991
06079,2.0,,,,1991
06081,2.0,,,,1991
06083,2.0,5.0,,,1991
06089,41.0,75.0,,,1991
06091,17.0,40.0,,,1991
06093,77.0,166.0,,,1991
06097,1.0,,,,1991
06103,11.0,19.0,,,1991
06105,44.0,124.0,,,1991
06107,85.0,91.0,,,1991
06109,30.0,62.0,,,1991
06111,7.0,13.0,,,1991
06115,4.0,12.0,,,1991
08003,1.0,,,,1991
08007,7.0,26.0,,,1991
08009,3.0,,,,1991
08013,4.0,3.0,,,1991
08015,1.0,5.0,,,1991
08019,,1.0,,,1991
08029,,10.0,,,1991
08033,1.0,5.0,,,1991
08035,3.0,8.0,,,1991
08037,5.0,15.0,,,1991
08041,1.0,2.0,,,1991
08043,5.0,6.0,,,1991
08045,3.0,44.0,,,1991
08047,1.0,,,,1991
08049,3.0,7.0,,,1991
08051,11.0,6.0,,,1991
08053,2.0,1.0,,,1991
08055,,2.0,,,1991
08057,4.0,2.0,,,1991
08059,4.0,4.0,,,1991
08065,1.0,3.0,,,1991
08067,5.0,11.0,,,1991
08069,6.0,23.0,,,1991
08071,,1.0,,,1991
08077,6.0,28.0,,,1991
08079,1.0,3.0,,,1991
08081,4.0,86.0,,,1991
08083,13.0,96.0,,,1991
08085,6.0,21.0,,,1991
08091,1.0,,,,1991
08093,3.0,8.0,,,1991
08097,3.0,4.0,,,1991
08101,1.0,2.0,,,1991
08103,14.0,56.0,,,1991
08105,,2.0,,,1991
08107,3.0,6.0,,,1991
08109,1.0,1.0,,,1991
08111,1.0,1.0,,,1991
08113,2.0,13.0,,,1991
08117,1.0,4.0,,,1991
08119,2.0,6.0,,,1991
08123,,1.0,,,1991
10001,1.0,,,,1991
10005,3.0,,,,1991
11001,8.0,,,,1991
12003,2.0,,,,1991
12009,4.0,11.0,,,1991
12011,2.0,3.0,,,1991
12021,31.0,18.0,,,1991
12023,4.0,,,,1991
12029,1.0,,,,1991
12037,2.0,,,,1991
12043,10.0,2.0,,,1991
12051,14.0,,,,1991
12053,,1.0,,,1991
12065,,1.0,,,1991
12069,41.0,14.0,,,1991
12071,,1.0,,,1991
12073,6.0,5.0,,,1991
12075,1.0,,,,1991
12077,10.0,3.0,,,1991
12083,18.0,9.0,,,1991
12086,19.0,17.0,,,1991
12087,3.0,10.0,,,1991
12107,3.0,1.0,,,1991
12113,1.0,,,,1991
12127,3.0,6.0,,,1991
12129,2.0,3.0,,,1991
13021,2.0,,,,1991
13049,2.0,1.0,,,1991
13055,11.0,2.0,,,1991
13067,1.0,,,,1991
13115,5.0,,,,1991
13123,1.0,,,,1991
13129,6.0,,,,1991
13135,2.0,,,,1991
13137,4.0,1.0,,,1991
13159,1.0,,,,1991
13169,1.0,,,,1991
13187,4.0,,,,1991
13191,1.0,,,,1991
13213,3.0,,,,1991
13237,2.0,,,,1991
13241,7.0,,,,1991
13257,1.0,,,,1991
13281,1.0,,,,1991
13291,5.0,,,,1991
13295,18.0,2.0,,,1991
13299,,2.0,,,1991
13311,2.0,,,,1991
13313,11.0,,,,1991
16001,6.0,1.0,,,1991
16003,6.0,29.0,,,1991
16005,8.0,7.0,,,1991
16007,1.0,3.0,,,1991
16009,,3.0,,,1991
16011,4.0,5.0,,,1991
16013,7.0,22.0,,,1991
16015,12.0,64.0,,,1991
16017,3.0,30.0,,,1991
16019,2.0,10.0,,,1991
16021,5.0,14.0,,,1991
16023,,4.0,,,1991
16025,2.0,7.0,,,1991
16027,3.0,,,,1991
16029,,6.0,,,1991
16031,5.0,16.0,,,1991
16033,1.0,5.0,,,1991
16035,3.0,23.0,,,1991
16037,12.0,38.0,,,1991
16039,17.0,26.0,,,1991
16041,,1.0,,,1991
16043,6.0,13.0,,,1991
16045,2.0,4.0,,,1991
16047,1.0,1.0,,,1991
16049,87.0,378.0,,,1991
16053,5.0,,,,1991
16055,4.0,11.0,,,1991
16057,2.0,,,,1991
16059,36.0,97.0,,,1991
16061,1.0,,,,1991
16063,11.0,3.0,,,1991
16065,,1.0,,,1991
16067,1.0,,,,1991
16069,3.0,,,,1991
16071,2.0,6.0,,,1991
16073,9.0,12.0,,,1991
16077,2.0,13.0,,,1991
16079,6.0,19.0,,,1991
16081,1.0,2.0,,,1991
16083,2.0,8.0,,,1991
16085,26.0,100.0,,,1991
16087,7.0,12.0,,,1991
17003,1.0,,,,1991
17069,1.0,,,,1991
17077,1.0,,,,1991
17151,4.0,,,,1991
17153,1.0,,,,1991
17165,2.0,1.0,,,1991
17199,9.0,,,,1991
18071,2.0,,,,1991
18089,20.0,,,,1991
18105,2.0,,,,1991
18123,2.0,,,,1991
18127,17.0,,,,1991
19013,1.0,,,,1991
20031,9.0,,,,1991
20111,3.0,,,,1991
20129,3.0,5.0,,,1991
20185,4.0,,,,1991
21051,44.0,4.0,,,1991
21061,6.0,,,,1991
21109,21.0,1.0,,,1991
21125,20.0,1.0,,,1991
21131,14.0,,,,1991
21147,22.0,,,,1991
21165,1.0,,,,1991
21189,4.0,2.0,,,1991
21193,1.0,,,,1991
21197,1.0,,,,1991
21199,9.0,,,,1991
21203,11.0,,,,1991
21205,3.0,,,,1991
21235,7.0,1.0,,,1991
21237,1.0,,,,1991
22023,4.0,5.0,,,1991
22043,5.0,,,,1991
22051,3.0,,,,1991
22067,2.0,,,,1991
22069,4.0,,,,1991
22071,6.0,,,,1991
22079,13.0,,,,1991
22103,7.0,,,,1991
22115,9.0,,,,1991
22127,5.0,,,,1991
23009,8.0,,,,1991
24003,1.0,,,,1991
24019,21.0,,,,1991
24031,1.0,,,,1991
24033,3.0,,,,1991
24043,2.0,,,,1991
25001,8.0,,,,1991
25017,1.0,,,,1991
26001,1.0,,,,1991
26003,3.0,1.0,,,1991
26033,4.0,,,,1991
26041,3.0,,,,1991
26061,1.0,,,,1991
26069,5.0,,,,1991
26071,1.0,,,,1991
26083,2.0,5.0,,,1991
26085,2.0,,,,1991
26089,3.0,,,,1991
26097,,1.0,,,1991
26101,7.0,,,,1991
26105,4.0,,,,1991
26123,1.0,,,,1991
26127,1.0,,,,1991
26135,7.0,,,,1991
26153,2.0,,,,1991
27007,144.0,7.0,,,1991
27017,8.0,,,,1991
27021,13.0,6.0,,,1991
